id,area,match,key,context,en,zh,status,notes
ui__88b88f9e0377,ui_keys,key,Key_Purchase,Key_Purchase,Purchase,购买,draft,
ui__10c549051726,ui_keys,key,Key_Purchased,Key_Purchased,Purchased,已购买,draft,
ui__cbb27605e8fe,ui_keys,key,Key_QuickMatch,Key_QuickMatch,Quick Match,快速匹配,draft,
ui__f1309274bacd,ui_keys,key,Key_QuickMatchDelete,Key_QuickMatchDelete,Are you sure you want to delete this Quick Match request?,确定要删除此快速匹配请求吗？,draft,
ui__4fa6ed953765,ui_keys,key,Key_QuickMatchFailure,Key_QuickMatchFailure,Creating this Quick Match failed.,创建快速匹配失败。,draft,
ui__aaaeb131929c,ui_keys,key,Key_QuickMatchProcess,Key_QuickMatchProcess,Creating a Quick Match game...,正在创建快速匹配对局...,draft,
ui__5e543b9afa61,ui_keys,key,Key_QuickMatchRequest,Key_QuickMatchRequest,Quick Match Request,快速匹配请求,draft,
ui__f48c374a8378,ui_keys,key,Key_QuickMatchTooMany,Key_QuickMatchTooMany,Creating this Quick Match failed.<br>Too many games open.,创建快速匹配失败。<br>打开的对局过多。,draft,
ui__9d2247e2cf3c,ui_keys,key,Key_Rating,Key_Rating,Rating,评分,draft,
ui__76adbe6e95af,ui_keys,key,Key_RatingDifference,Key_RatingDifference,Rating Difference,评分差,draft,
ui__437ebf1b444f,ui_keys,key,Key_ReadyToStart,Key_ReadyToStart,Ready to Start,准备开始,draft,
ui__157e429320bf,ui_keys,key,Key_Reject,Key_Reject,Reject,拒绝,draft,
ui__fb1e77e8174d,ui_keys,key,Key_Rematch,Key_Rematch,Rematch,再来一局,draft,
ui__b8db498c2fb6,ui_keys,key,Key_Remember,Key_Remember,Remember Password,记住密码,draft,
ui__c2d0d6057b7a,ui_keys,key,Key_RemotePlayer,Key_RemotePlayer,Remote Player,远程玩家,draft,
ui__a80b0bf5e2b8,ui_keys,key,Key_RemoveFriend,Key_RemoveFriend,Remove Friend,删除好友,draft,
ui__bff57e8e8061,ui_keys,key,Key_RemoveFriendPrompt,Key_RemoveFriendPrompt,Would you like to remove this player from your friend list?,要从好友列表中移除这名玩家吗？,draft,
ui__9e818025372c,ui_keys,key,Key_RemoveProfile,Key_RemoveProfile,Remove Profile,删除个人资料,draft,pass14
ui__ced98c03e811,ui_keys,key,Key_RequestMatch,Key_RequestMatch,Request Match,请求对局,draft,
ui__27c5673dfbf2,ui_keys,key,Key_Resolution,Key_Resolution,Resolution,分辨率,draft,
ui__d1bd5fea7ed5,ui_keys,key,Key_ResolutionChange,Key_ResolutionChange,Change resolution to {0}x{1}?,要将分辨率改为 {0}x{1} 吗？,draft,
ui__b449c6ef4f95,ui_keys,key,Key_ResolutionKeep,Key_ResolutionKeep,Keep this resolution?,保留此分辨率？,draft,
ui__83457a1d9ba2,ui_keys,key,Key_Resolutions,Key_Resolutions,Resolutions,分辨率,draft,
ui__ddb9464d0385,ui_keys,key,Key_RestoreDefaults,Key_RestoreDefaults,Restore Defaults,恢复默认,draft,
ui__f313126d9e54,ui_keys,key,Key_RestorePurchases,Key_RestorePurchases,Restore Purchases,恢复购买,draft,
ui__f35f81842d7f,ui_keys,key,Key_Resume,Key_Resume,Resume,继续游戏,draft,
ui__59d2eb7ca4a1,ui_keys,key,Key_ResumeGame,Key_ResumeGame,Resume Game,继续游戏,draft,
ui__451e59186ba7,ui_keys,key,Key_ReturnToLobby,Key_ReturnToLobby,Return to Lobby,返回大厅,draft,
ui__84a6b4769241,ui_keys,key,Key_Round,Key_Round,Round,回合,draft,
ui__6781022aa937,ui_keys,key,Key_Rulebook,Key_Rulebook,Rulebook,规则书,draft,
ui__914d71dd849c,ui_keys,key,Key_Sat,Key_Sat,Sat,六,draft,
ui__136ebff95bcd,ui_keys,key,Key_Saturday,Key_Saturday,Saturday,星期六,draft,
ui__73b8afa3a3b9,ui_keys,key,Key_Second,Key_Second,Second,秒,draft,
ui__fc45c3302976,ui_keys,key,Key_Seconds,Key_Seconds,Seconds,秒,draft,
ui__23e33b3730f0,ui_keys,key,Key_SelectAvatar,Key_SelectAvatar,Select your avatar,选择头像,draft,
ui__b6c9ad5829f1,ui_keys,key,Key_SelectLanguage,Key_SelectLanguage,Select Language,选择语言,draft,
ui__81550acc00f7,ui_keys,key,Key_SendInfo,Key_SendInfo,Send Login Info,发送登录信息,draft,
ui__126aa928ad17,ui_keys,key,Key_Settings,Key_Settings,Settings,设置,draft,
ui__4911a0133232,ui_keys,key,Key_Setup,Key_Setup,Setup,设置,draft,
ui__807a74d73f16,ui_keys,key,Key_SlotClosed,Key_SlotClosed,(Closed),(已关闭),draft,
ui__11ab2d1dfb73,ui_keys,key,Key_SlotOpen,Key_SlotOpen,(Open),(开放),draft,
ui__5404de59cdf3,ui_keys,key,Key_Slow,Key_Slow,Slow,慢,draft,
ui__e1ddc637f462,ui_keys,key,Key_Sound_Volume,Key_Sound_Volume,Sound Volume,音效音量,draft,
ui__f5a95bd17e6d,ui_keys,key,Key_Start,Key_Start,Start,开始,draft,
ui__f709141d14ac,ui_keys,key,Key_StartGame,Key_StartGame,Start Game,开始对局,draft,
ui__f6b7f65c0d48,ui_keys,key,Key_Start_Menu,Key_Start_Menu,Start Menu,开始菜单,draft,
ui__a1680e8b930e,ui_keys,key,Key_Sun,Key_Sun,Sun,日,draft,
ui__5cb30ba29ca0,ui_keys,key,Key_Sunday,Key_Sunday,Sunday,星期日,draft,
ui__8c1c6bd3a0af,ui_keys,key,Key_TapContinue,Key_TapContinue,Tap to Continue,点击继续,draft,
ui__f27397311aa8,ui_keys,key,Key_TermsAgreement,Key_TermsAgreement,Terms of Use Agreement,使用条款,draft,
ui__5deec5e842b7,ui_keys,key,Key_Theme,Key_Theme,Theme Selection,主题选择,draft,
ui__9a29a1f71ec0,ui_keys,key,Key_Thurs,Key_Thurs,Thurs,四,draft,
ui__155352aaf5d8,ui_keys,key,Key_Thursday,Key_Thursday,Thursday,星期四,draft,
ui__f9a0b887b7a7,ui_keys,key,Key_TimerAny,Key_TimerAny,Timer: Any,计时：任意,draft,
ui__9904b6a59438,ui_keys,key,Key_TitleGame,Key_TitleGame,Game,对局,draft,
ui__78dd8a0ce0de,ui_keys,key,Key_TitleNew,Key_TitleNew,New,新建,draft,
ui__01990567a12b,ui_keys,key,Key_Tues,Key_Tues,Tues,二,draft,
ui__fab48accdbe2,ui_keys,key,Key_Tuesday,Key_Tuesday,Tuesday,星期二,draft,
ui__2d7c19ecc612,ui_keys,key,Key_Turn,Key_Turn,Turn,回合,draft,
ui__1c4f3659f42d,ui_keys,key,Key_Tutorial,Key_Tutorial,Tutorial,教程,draft,
ui__72570d939773,ui_keys,key,Key_TutorialPrompt,Key_TutorialPrompt,Would you like to play the Tutorial?,要进行教程吗？,draft,
ui__19339b268fec,ui_keys,key,Key_Tutorials,Key_Tutorials,Tutorials,教程,draft,
ui__0c1a3d7fbf3b,ui_keys,key,Key_Undo,Key_Undo,Undo,撤销,draft,
ui__f008e892dd97,ui_keys,key,Key_User,Key_User,User Name:,用户名：,draft,
ui__475f33315d9b,ui_keys,key,Key_Username,Key_Username,Username,用户名,draft,
ui__7eb7bb085e99,ui_keys,key,Key_Verify,Key_Verify,Verify:,验证：,draft,
ui__0f56ac27ebad,ui_keys,key,Key_View,Key_View,View,查看,draft,
ui__287a0c36157b,ui_keys,key,Key_ViewCards,Key_ViewCards,View Cards,查看卡牌,draft,
ui__f80414b7f8a0,ui_keys,key,Key_ViewGame,Key_ViewGame,View Game,观看对局,draft,
ui__87e768e828f0,ui_keys,key,Key_ViewOpponentProfile,Key_ViewOpponentProfile,Tap opponent  to view their profile,点击对手以查看其个人资料,draft,pass14
ui__80d5e71b44c9,ui_keys,key,Key_ViewingPlayer,Key_ViewingPlayer,Viewing Player,正在查看玩家,draft,
ui__02318d4116ba,ui_keys,key,Key_WaitForPlayer,Key_WaitForPlayer,Waiting for Player,等待玩家,draft,
ui__cc044cc4271e,ui_keys,key,Key_WaitForPlayers,Key_WaitForPlayers,Waiting for Players,等待玩家,draft,
ui__47afa3a6a571,ui_keys,key,Key_WaitForStart,Key_WaitForStart,Waiting for Start,等待开始,draft,
ui__4a4afd35c82c,ui_keys,key,Key_Waiting,Key_Waiting,Waiting,等待中,draft,
ui__776421d0b2ea,ui_keys,key,Key_Warning,Key_Warning,Warning,警告,draft,
ui__c247d7e497c4,ui_keys,key,Key_Wed,Key_Wed,Wed,三,draft,
ui__4c2049310e5f,ui_keys,key,Key_Wednesday,Key_Wednesday,Wednesday,星期三,draft,
ui__f95102a92ae8,ui_keys,key,Key_WindowedMode,Key_WindowedMode,Windowed Mode,窗口模式,draft,
ui__9ac6195b2e18,ui_keys,key,Key_WinsVS,Key_WinsVS,Wins Versus,对战胜场,draft,
ui__31e7d1a7779a,ui_keys,key,Key_Withdraw,Key_Withdraw,Withdraw,退出对局,draft,
ui__8ea56c502f36,ui_keys,key,Key_WithdrawConfirm,Key_WithdrawConfirm,Are you sure you want to withdraw from this game?,确定要退出这局游戏吗？,draft,
ui__fad3c4346a0c,ui_keys,key,Key_iOSNotifications,Key_iOSNotifications,iOS Notifications,iOS 通知,draft,
